#docid	origin	rel_id	rel_type	src_origin	src_tok_id	src_sent_id	src_text	src_pos	src_morph	src_lemma	src_start_char	src_end_char	src_head	src_head_txt	src_deprel	src_spacy_sent_tok_idx	trgt_origin	trgt_tok_id	trgt_sent_id	trgt_text	trgt_pos	trgt_morph	trgt_lemma	trgt_start_char	trgt_end_char	trgt_head	trgt_head_txt	trgt_deprel	trgt_spacy_sent_tok_idx
demo_spacy_fr	Spacy	S0R0	mark	spacy	5	0	prudent	ADJ	Gender=Masc|Number=Sing	prudent	20	27	10	dû	nsubj	5	spacy	0	0	S\'	SCONJ		se	0	2	5	prudent	mark	0	
demo_spacy_fr	Spacy	S0R1	nsubj	spacy	5	0	prudent	ADJ	Gender=Masc|Number=Sing	prudent	20	27	10	dû	nsubj	5	spacy	1	0	il	PRON	Gender=Masc|Number=Sing|Person=3	il	2	4	5	prudent	nsubj	1	
demo_spacy_fr	Spacy	S0R2	aux:tense	spacy	5	0	prudent	ADJ	Gender=Masc|Number=Sing	prudent	20	27	10	dû	nsubj	5	spacy	2	0	avait	AUX	Mood=Ind|Number=Sing|Person=3|Tense=Imp|VerbForm=Fin	avoir	5	10	5	prudent	aux:tense	2	
demo_spacy_fr	Spacy	S0R3	cop	spacy	5	0	prudent	ADJ	Gender=Masc|Number=Sing	prudent	20	27	10	dû	nsubj	5	spacy	3	0	été	AUX	Tense=Past|VerbForm=Part	être	11	14	5	prudent	cop	3	
demo_spacy_fr	Spacy	S0R4	advmod	spacy	5	0	prudent	ADJ	Gender=Masc|Number=Sing	prudent	20	27	10	dû	nsubj	5	spacy	4	0	plus	ADV		plus	15	19	5	prudent	advmod	4	
demo_spacy_fr	Spacy	S0R5	nsubj	spacy	10	0	dû	VERB	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	devoir	47	49	10	dû	ROOT	10	spacy	5	0	prudent	ADJ	Gender=Masc|Number=Sing	prudent	20	27	10	dû	nsubj	5	
demo_spacy_fr	Spacy	S0R6	nsubj	spacy	8	0	aurions	VERB	Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin	avoir	35	42	10	dû	aux:tense	8	spacy	6	0	nous	PRON	Number=Plur|Person=1	nous	28	32	8	aurions	nsubj	6	
demo_spacy_fr	Spacy	S0R7	advmod	spacy	8	0	aurions	VERB	Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin	avoir	35	42	10	dû	aux:tense	8	spacy	7	0	n\'	ADV	Polarity=Neg	ne	33	35	8	aurions	advmod	7	
demo_spacy_fr	Spacy	S0R8	aux:tense	spacy	10	0	dû	VERB	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	devoir	47	49	10	dû	ROOT	10	spacy	8	0	aurions	VERB	Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin	avoir	35	42	10	dû	aux:tense	8	
demo_spacy_fr	Spacy	S0R9	advmod	spacy	10	0	dû	VERB	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	devoir	47	49	10	dû	ROOT	10	spacy	9	0	pas	ADV	Polarity=Neg	pas	43	46	10	dû	advmod	9	
demo_spacy_fr	Spacy	S0R10	ROOT	spacy	10	0	dû	VERB	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	devoir	47	49	10	dû	ROOT	10	spacy	10	0	dû	VERB	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	devoir	47	49	10	dû	ROOT	10	
demo_spacy_fr	Spacy	S0R11	dep	spacy	12	0	prendre	VERB	VerbForm=Inf	prendre	56	63	10	dû	xcomp	12	spacy	11	0	faire	VERB	VerbForm=Inf	faire	50	55	12	prendre	dep	11	
demo_spacy_fr	Spacy	S0R12	xcomp	spacy	10	0	dû	VERB	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	devoir	47	49	10	dû	ROOT	10	spacy	12	0	prendre	VERB	VerbForm=Inf	prendre	56	63	10	dû	xcomp	12	
demo_spacy_fr	Spacy	S0R13	det	spacy	14	0	vraiment	ADV		vraiment	68	76	17	assurance	nsubj	14	spacy	13	0	une	DET	Definite=Ind|Gender=Fem|Number=Sing|PronType=Art	un	64	67	14	vraiment	det	13	
demo_spacy_fr	Spacy	S0R14	nsubj	spacy	17	0	assurance	NOUN	Gender=Fem|Number=Sing	assurance	88	97	12	prendre	ccomp	17	spacy	14	0	vraiment	ADV		vraiment	68	76	17	assurance	nsubj	14	
demo_spacy_fr	Spacy	S0R15	advmod	spacy	16	0	bonne	ADJ	Gender=Fem|Number=Sing	bon	82	87	17	assurance	amod	16	spacy	15	0	très	ADV		très	77	81	16	bonne	advmod	15	
demo_spacy_fr	Spacy	S0R16	amod	spacy	17	0	assurance	NOUN	Gender=Fem|Number=Sing	assurance	88	97	12	prendre	ccomp	17	spacy	16	0	bonne	ADJ	Gender=Fem|Number=Sing	bon	82	87	17	assurance	amod	16	
demo_spacy_fr	Spacy	S0R17	ccomp	spacy	12	0	prendre	VERB	VerbForm=Inf	prendre	56	63	10	dû	xcomp	12	spacy	17	0	assurance	NOUN	Gender=Fem|Number=Sing	assurance	88	97	12	prendre	ccomp	17	
demo_spacy_fr	Spacy	S0R18	case	spacy	19	0	Paul	PROPN	Gender=Masc|Number=Sing	Paul	100	104	17	assurance	nmod	19	spacy	18	0	à	ADP		à	98	99	19	Paul	case	18	
demo_spacy_fr	Spacy	S0R19	nmod	spacy	17	0	assurance	NOUN	Gender=Fem|Number=Sing	assurance	88	97	12	prendre	ccomp	17	spacy	19	0	Paul	PROPN	Gender=Masc|Number=Sing	Paul	100	104	17	assurance	nmod	19	
demo_spacy_fr	Spacy	S0R20	punct	spacy	10	0	dû	VERB	Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part	devoir	47	49	10	dû	ROOT	10	spacy	20	0	.	PUNCT		.	104	105	10	dû	punct	20	
